"a","b","d_m"
1495,-1320,78.79099413346026
1510,-1320,79.56782077894722
1525,-1320,80.35683475214216
1540,-1320,81.15805618442263
1555,-1320,81.97151098545369
1570,-1320,82.79722389634964
1585,-1320,83.63521850175148
1600,-1320,84.48551724365258
1615,-1320,85.34814143685422
1630,-1320,86.223111285932
1645,-1320,87.1104459035954
1660,-1320,88.01016333032378
1675,-1320,88.92228055516458
1690,-1320,89.84681353758042
1705,-1320,90.78377723023549
1720,-1320,91.73318560261328
1735,-1320,92.69505166536182
1750,-1320,93.66938749526518
1765,-1320,94.65620426074398
1780,-1320,95.65551224779108
1795,-1320,96.667320886253
-500,-1305,134.50673181673753
-485,-1305,133.1183565222654
-470,-1305,131.74249259906756
-455,-1305,130.37914524412383
-440,-1305,129.02831961244786
-425,-1305,127.69002081051633
-410,-1305,126.36425388939197
-395,-1305,125.051023837534
-380,-1305,123.75033557328942
-365,-1305,122.46219393705942
-350,-1305,121.18660368313517
-335,-1305,119.92356947119794
-320,-1305,118.67309585747887
-305,-1305,117.4351872855739
-290,-1305,116.20984807691102
-275,-1305,114.99708242086584
-260,-1305,113.79689436452446
-245,-1305,112.60928780209059
-230,-1305,111.43426646393749
-215,-1305,110.27183390530386
-200,-1305,109.12199349463502
-185,-1305,107.98474840157088
-170,-1305,106.86010158458414
-155,-1305,105.74805577827179
-140,-1305,104.64861348030546
-125,-1305,103.56177693804665
-110,-1305,102.48754813483382
-95,-1305,101.42592877595031
-80,-1305,100.3769202742829
-65,-1305,99.34052373568176
-50,-1305,98.31673994403495
-35,-1305,97.30556934607132
-20,-1305,96.3070120359071
-5,-1305,95.32106773935354
10,-1305,94.34773584254707
25,-1305,93.38701729995873
40,-1305,92.43891862510128
55,-1305,91.50345272295402
70,-1305,90.58063887059603
85,-1305,89.6705026834971
100,-1305,88.77307607648075
115,-1305,87.88839721948979
130,-1305,87.01651048830904
145,-1305,86.15746641042328
160,-1305,85.3113216062107
175,-1305,84.47813872569209
190,-1305,83.65798638107688
205,-1305,82.85093907536339
220,-1305,82.05707712726733
235,-1305,81.27648659276788
250,-1305,80.50925918357144
265,-1305,79.75549218280571
280,-1305,79.01528835826404
295,-1305,78.28875587352807
310,-1305,77.57600819730112
325,-1305,76.87716401128795
340,-1305,76.19234711695808
355,-1305,75.5216863415296
370,-1305,74.86531544350758
385,-1305,74.22337301810839
400,-1305,73.59600240289508
415,-1305,72.98335158394326
430,-1305,72.38557310284767
445,-1305,71.80282396487162
460,-1305,71.23526554853032
475,-1305,70.683063516888
490,-1305,70.1463877308367
505,-1305,69.62541216461112
520,-1305,69.12031482378116
535,-1305,68.63127766594825
550,-1305,68.15848652435844
565,-1305,67.70213103462893
580,-1305,67.26240456477035
595,-1305,66.83950414867115
610,-1305,66.43363042319524
625,-1305,66.04498756902834
640,-1305,65.67378325539299
655,-1305,65.32022858873701
670,-1305,64.98453806548456
685,-1305,64.66692952892446
700,-1305,64.36762413029516
715,-1305,64.08684629411152
730,-1305,63.82482368776436
745,-1305,63.58178719540992
760,-1305,63.35797089615255
775,-1305,63.15361204651148
790,-1305,62.968951067148964
805,-1305,62.804231533825636
820,-1305,62.65970017253609
835,-1305,62.535606858767046
850,-1305,62.43220462080852
865,-1305,62.34974964703868
880,-1305,62.28850129709169
895,-1305,62.248722116809454
910,-1305,62.230677856867025
925,-1305,62.234637494954576
940,-1305,62.260873261388284
955,-1305,62.309660668016186
970,-1305,62.381278540276185
985,-1305,62.47600905225728
1000,-1305,62.59413776460762
1015,-1305,62.73589518035761
1030,-1305,62.90125987175908
1045,-1305,63.09013892783051
1060,-1305,63.30242484989593
1075,-1305,63.53799537827535
1090,-1305,63.79671332068297
1105,-1305,64.07842638195115
1120,-1305,64.38296699471267
1135,-1305,64.71015215068797
1150,-1305,65.05978323223833
1165,-1305,65.43164584385974
1180,-1305,65.82550964330719
1195,-1305,66.24112817205238
1210,-1305,66.67823868479223
1225,-1305,67.13656197773933
1240,-1305,67.61580221543932
1255,-1305,68.11564675587358
1270,-1305,68.63576597361944
1285,-1305,69.17581308085299
1300,-1305,69.73542394599319
1315,-1305,70.31421690979897
1330,-1305,70.91179259874366
1345,-1305,71.52773373550393
1360,-1305,72.16160494641342
1375,-1305,72.81295256574288
1390,-1305,73.48130443668178
1405,-1305,74.16616970890787
1420,-1305,74.8670386326431
1435,-1305,75.58338234910657
1450,-1305,76.314652677286
1465,-1305,77.06028189696117
1480,-1305,77.81968252792345
1495,-1305,78.59224710534673
1510,-1305,79.37738316112942
1525,-1305,80.17486927913666
1540,-1305,80.98472596475364
1555,-1305,81.80697948357599
1570,-1305,82.64165488149906
1585,-1305,83.48877599844548
1600,-1305,84.34836548389443
1615,-1305,85.22044481408521
1630,-1305,86.10503431076896
1645,-1305,87.00215316138144
1660,-1305,87.91181944051453
1675,-1305,88.83405013256287
1690,-1305,89.76886115542685
1705,-1305,90.71626738515505
1720,-1305,91.67628268141216
1735,-1305,92.64891991366264
1750,-1305,93.63419098796324
1765,-1305,94.63210687426206
1780,-1305,95.64267763410622
1795,-1305,96.66591244866308
-500,-1290,134.9649670677733
-485,-1290,133.56018004134143
-470,-1290,132.16805260248802
-455,-1290,130.78859019993038
-440,-1290,129.4217982453627
-425,-1290,128.06768210682893
-410,-1290,126.72624710177675
-395,-1290,125.39749848978602
-380,-1290,124.08144146496406
-365,-1290,122.77808114800155
-350,-1290,121.48742257788258
-335,-1290,120.20947070324273
-320,-1290,118.94423037337052
-305,-1290,117.69170632884631
-290,-1290,116.45190319181538
-275,-1290,115.22482545589082
-260,-1290,114.01047747568374
-245,-1290,112.80886345595782
-230,-1290,111.61998744040787
-215,-1290,110.4438533000607
-200,-1290,109.28046472129921
-185,-1290,108.12982519351073
-170,-1290,106.9919379963621
-155,-1290,105.86680618670442
-140,-1290,104.75443258511261
-125,-1290,103.65481976206478
-110,-1290,102.56797002376861
-95,-1290,101.49388539764342
-80,-1290,100.43256761746653
-65,-1290,99.38401810819579
-50,-1290,98.34823797048028
-35,-1290,97.32522796487338
-20,-1290,96.31498849576322
-5,-1290,95.31751959503828
10,-1290,94.33282095056741
25,-1290,93.36089383588555
40,-1290,92.40174514672971
55,-1290,91.45538824244024
70,-1290,90.52184292551732
85,-1290,89.60113540652198
100,-1290,88.6932982634448
115,-1290,87.79837039567936
130,-1290,86.91639697276308
145,-1290,86.04742937807359
160,-1290,85.19152514769046
175,-1290,84.34874790465557
190,-1290,83.5191672888852
205,-1290,82.702858883005
220,-1290,81.89990413439695
235,-1290,81.11039027376178
250,-1290,80.33441023051374
265,-1290,79.57206254533511
280,-1290,78.82345128022772
295,-1290,78.08868592640519
310,-1290,77.36788131037488
325,-1290,76.66115749856147
340,-1290,75.96863970082511
355,-1290,75.29045817322682
370,-1290,74.62674812039059
385,-1290,73.97764959780743
400,-1290,73.3433074144218
415,-1290,72.72387103583175
430,-1290,72.11949448842684
445,-1290,71.53033626477729
460,-1290,70.95655923057645
475,-1290,70.39833053342707
490,-1290,69.85582151374827
505,-1290,69.32920761806663
520,-1290,68.8186683149402
535,-1290,68.32438701374895
550,-1290,67.84655098657022
565,-1290,67.38535129334161
580,-1290,66.94098271049745
595,-1290,66.51364366324952
610,-1290,66.10353616166587
625,-1290,65.71086574068543
640,-1290,65.33584140419025
655,-1290,64.97867557324088
670,-1290,64.63958403856472
685,-1290,64.31878591737174
700,-1290,64.01650361455621
715,-1290,63.73296278832865
730,-1290,63.46839232030718
745,-1290,63.223024290083366
760,-1290,62.99709395426335
775,-1290,62.790839729972355
790,-1290,62.604503182796535
805,-1290,62.43832901912414
820,-1290,62.29256508283556
835,-1290,62.16746235627965
850,-1290,62.06327496546275
865,-1290,61.98026018936559
880,-1290,61.91867847329255
895,-1290,61.87879344614809
910,-1290,61.860871941525104
925,-1290,61.86518402248085
940,-1290,61.892003009867295
955,-1290,61.94160551407463
970,-1290,62.01427147003831
985,-1290,62.1102841753534
1000,-1290,62.22993033133221
1015,-1290,62.37344117854494
1030,-1290,62.540794221478556
1045,-1290,62.731895019673786
1060,-1290,62.9466345033193
1075,-1290,63.18488880188517
1090,-1290,63.44651907428454
1105,-1290,63.73137134017648
1120,-1290,64.03927631203808
1135,-1290,64.370049227648
1150,-1290,64.72348968263915
1165,-1290,65.0993814627922
1180,-1290,65.49749237575666
1195,-1290,65.91757408190038
1210,-1290,66.3593619240029
1225,-1290,66.82257475552213
1240,-1290,67.30691476717779
1255,-1290,67.81206731160948
1270,-1290,68.33770072588011
1285,-1290,68.8834661516097
1300,-1290,69.44899735253802
1315,-1290,70.0339105293274
1330,-1290,70.6378041314304
1345,-1290,71.26025866586026
1360,-1290,71.90083650271451
1375,-1290,72.55908167731486
1390,-1290,73.2345196888396
1405,-1290,73.92665729533597
1420,-1290,74.63498230501325
1435,-1290,75.35896336372872
1450,-1290,76.0980497385906
1465,-1290,76.85167109761375
1480,-1290,77.61923728537514
1495,-1290,78.40013809462762
1510,-1290,79.19377841784932
1525,-1290,79.99993604454272
1540,-1290,80.81863184507999
1555,-1290,81.64989242984602
1570,-1290,82.4937431362719
1585,-1290,83.35020804434815
1600,-1290,84.21930999399271
1615,-1290,85.10107060413806
1630,-1290,85.99551029340117
1645,-1290,86.90264830220268
1660,-1290,87.82250271620305
1675,-1290,88.75509049092585
1690,-1290,89.70042747744104
1705,-1290,90.65852844898495
1720,-1290,91.62940712839621
1735,-1290,92.61307621625132
1750,-1290,93.60954741958827
1765,-1290,94.61883148110965
1780,-1290,95.64093820876244
1795,-1290,96.6758765055958
-500,-1275,135.4461457526607
-485,-1275,134.02455210744043
-470,-1275,132.6157696032731
-455,-1275,131.21980394740208
-440,-1275,129.8366608153175
-425,-1275,128.46634584408068
-410,-1275,127.10886462531695
-395,-1275,125.76422269786931
-380,-1275,124.43242554010487
-365,-1275,123.11347856186683
-350,-1275,121.80738709606499
-335,-1275,120.51415638989788
-320,-1275,119.23379159570057
-305,-1275,117.96629776141262
-290,-1275,116.7116798206608
-275,-1275,115.46994258245252
-260,-1275,114.24109072047588
-245,-1275,113.02512876200373
-230,-1275,111.82206107639918
-215,-1275,110.63189186322171
-200,-1275,109.45462513993297
-185,-1275,108.29026472920323
-170,-1275,107.13881424582027
-155,-1275,106.00027708320306
-140,-1275,104.87465639952438
-125,-1275,103.76195510344779
-110,-1275,102.66217583948504
-95,-1275,101.57532097298201
-80,-1275,100.50139257474243
-65,-1275,99.44039240529972
-50,-1275,98.39232189884989
-35,-1275,97.35718214685858
-20,-1275,96.33497388135817
-5,-1275,95.32569745795182
10,-1275,94.32935288413442
25,-1275,93.34594177115822
40,-1275,92.37547141746646
55,-1275,91.41795565926786
70,-1275,90.47341484897107
85,-1275,89.54187581863705
100,-1275,88.62337183768469
115,-1275,87.71794256499315
130,-1275,86.82563399557316
145,-1275,85.94649840200412
160,-1275,85.08059427085982
175,-1275,84.22798623436692
190,-1275,83.38874499756412
205,-1275,82.56294726124723
220,-1275,81.75067564100458
235,-1275,80.95201858266246
250,-1275,80.16707027447377
265,-1275,79.39593055639435
280,-1275,78.63870482680164
295,-1275,77.89550394701611
310,-1275,77.16644414399197
325,-1275,76.45164691154609
340,-1275,75.75123891049519
355,-1275,75.06535186806926
370,-1275,74.3941224769678
385,-1275,73.73769229441885
400,-1275,73.09620764159556
415,-1275,72.46981950373599
430,-1275,71.85868343130342
445,-1275,71.26295944251216
460,-1275,70.68281192753332
475,-1275,70.11840955468092
490,-1275,69.569925178865
505,-1275,69.03753575258426
520,-1275,68.52142223971427
535,-1275,68.02176953233223
550,-1275,67.53876637080296
565,-1275,67.07260526733324
580,-1275,66.62348243318607
595,-1275,66.19159770972814
610,-1275,65.77715450346808
625,-1275,65.38035972522512
640,-1275,65.00142373355146
655,-1275,64.640560282515
670,-1275,64.2979864739324
685,-1275,63.97392271412658
700,-1275,63.668592675267035
715,-1275,63.38222326133503
730,-1275,63.11504457874203
745,-1275,62.867289911613675
760,-1275,62.6391957017378
775,-1275,62.431001533161506
790,-1275,62.24295012140797
805,-1275,62.07528730727118
820,-1275,61.92826205513416
835,-1275,61.8021264557437
850,-1275,61.69713573336314
865,-1275,61.613548257213644
880,-1275,61.5516255571028
895,-1275,61.51163234312987
910,-1275,61.49383652934629
925,-1275,61.49850926124105
940,-1275,61.52592494691087
955,-1275,61.5763612917674
970,-1275,61.6500993366242
985,-1275,61.74742349900012
1000,-1275,61.8686216174672
1015,-1275,62.01392566277557
1030,-1275,62.1833120467149
1045,-1275,62.37668477118502
1060,-1275,62.593933168191796
1075,-1275,62.8349317304364
1090,-1275,63.09953994324524
1105,-1275,63.387602117448665
1120,-1275,63.698947222832025
1135,-1275,64.033388721798
1150,-1275,64.390724402894
1165,-1275,64.77073621387379
1180,-1275,65.17319009397768
1195,-1275,65.59783580512975
1210,-1275,66.04440676176596
1225,-1275,66.51261985902106
1240,-1275,67.00217529901671
1255,-1275,67.51275641500713
1270,-1275,68.04402949315319
1285,-1275,68.59564359170886
1300,-1275,69.16723035741836
1315,-1275,69.75840383893545
1330,-1275,70.3687602970897
1345,-1275,70.99787801183822
1360,-1275,71.6453170857537
1375,-1275,72.31061924391297
1390,-1275,72.99330763006344
1405,-1275,73.69288659895624
1420,-1275,74.40884150474871
1435,-1275,75.14063848539014
1450,-1275,75.88772424291709
1465,-1275,76.6495258195969
1480,-1275,77.42545036986904
1495,-1275,78.21488492804582
1510,-1275,79.01723173045957
1525,-1275,79.83226775996376
1540,-1275,80.66001424122007
1555,-1275,81.50049811649554
1570,-1275,82.35374499967169
1585,-1275,83.21977919368898
1600,-1275,84.09862370989904
1615,-1275,84.99030028917922
1630,-1275,85.89482942466428
1645,-1275,86.81223038595247
1660,-1275,87.74252124464547
1675,-1275,88.68571890108348
1690,-1275,89.64183911214157
1705,-1275,90.61089651995557
1720,-1275,91.59290468145053
1735,-1275,92.5878760985489
1750,-1275,93.59582224894041
1765,-1275,94.61675361729998
1780,-1275,95.65067972684588
1795,-1275,96.69760917113425
-500,-1260,135.95109599613684
-485,-1260,134.5122866785244
-470,-1260,133.08644350531378
-455,-1260,131.6735724491198
-440,-1260,130.2736794564139
-425,-1260,128.88677044080853
-410,-1260,127.51285127599746
-395,-1260,126.15192778834285
-380,-1260,124.80400574910065
-365,-1260,123.46909086627632
-350,-1260,122.14718877610244
-335,-1260,120.83830503413184
-320,-1260,119.54244510593767
-305,-1260,118.25961435741576
-290,-1260,116.98981804468185
-275,-1260,115.73306130355957
-260,-1260,114.48934913865388
-245,-1260,113.25868641200664
-230,-1260,112.04107783133125
-215,-1260,110.83652793782402
-200,-1260,109.64504109355175
-185,-1260,108.46662146841471
-170,-1260,107.30127302668654
-155,-1260,106.14899951313303
-140,-1260,105.00980443871293
-125,-1260,103.88369106586588
-110,-1260,102.77066239339275
-95,-1260,101.6707211409366
-80,-1260,100.58386973307223
-65,-1260,99.51011028301555
-50,-1260,98.44944457596394
-35,-1260,97.40187405208198
-20,-1260,96.36739978914713
-5,-1260,95.34602248487305
10,-1260,94.33774248506316
25,-1260,93.34256175817737
40,-1260,92.3604880267717
55,-1260,91.39153562744957
70,-1260,90.43572548812692
85,-1260,89.49308508997542
100,-1260,88.56364842339268
115,-1260,87.64745593815151
130,-1260,86.74455448790897
145,-1260,85.85499726928325
160,-1260,84.97884375573229
175,-1260,84.1161596264934
190,-1260,83.26701669086405
205,-1260,82.43149280812625
220,-1260,81.60967180343455
235,-1260,80.80164338000434
250,-1260,80.00750302795112
265,-1260,79.2273519301436
280,-1260,78.46129686544253
295,-1260,77.70945010970486
310,-1260,76.97192933493716
325,-1260,76.24885750698554
340,-1260,75.54036278214944
355,-1260,74.84657840310477
370,-1260,74.16764259451925
385,-1260,73.50369845873604
400,-1260,72.85489387189546
415,-1260,72.22138138085539
430,-1260,71.60331810126038
445,-1260,71.0008656170981
460,-1260,70.41418988206861
475,-1260,69.84346112307799
490,-1260,69.28885374615291
505,-1260,68.75054624505734
520,-1260,68.22872111287549
535,-1260,67.72356475680942
550,-1260,67.2352674164213
565,-1260,66.76402308553344
580,-1260,66.31002943798187
595,-1260,65.87348775740028
610,-1260,65.45460287119491
625,-1260,65.05358308885184
640,-1260,64.67064014470205
655,-1260,64.3059891452509
670,-1260,63.95984852116321
685,-1260,63.63243998397657
700,-1260,63.3239884876013
715,-1260,63.03472219464754
730,-1260,62.764872447605605
745,-1260,62.514673744890096
760,-1260,62.28436372174361
775,-1260,62.07418313598159
790,-1260,61.884375858546115
805,-1260,61.715188868822615
820,-1260,61.56687225466119
835,-1260,61.439679217031056
850,-1260,61.333866079224855
865,-1260,61.249692300518156
880,-1260,61.18742049417755
895,-1260,61.14731644970101
910,-1260,61.129649159162895
925,-1260,61.13469084752686
940,-1260,61.162717006780184
955,-1260,61.214006433734
970,-1260,61.28884127132576
985,-1260,61.38750705325201
1000,-1260,61.51029275175198
1015,-1260,61.65743106017925
1030,-1260,61.82889727243542
1045,-1260,62.02459380437435
1060,-1260,62.24440836255589
1075,-1260,62.48821377679922
1090,-1260,62.75586783388134
1105,-1260,63.04721311198398
1120,-1260,63.36207681550891
1135,-1260,63.700270609896656
1150,-1260,64.06159045609985
1165,-1260,64.44581644437763
1180,-1260,64.85271262709314
1195,-1260,65.28202685021071
1210,-1260,65.73349058320517
1225,-1260,66.20681874710961
1240,-1260,66.70170954044302
1255,-1260,67.21784426277347
1270,-1260,67.75488713568662
1285,-1260,68.31248512094365
1300,-1260,68.89026773562627
1315,-1260,69.48784686408042
1330,-1260,70.10481656648385
1345,-1260,70.74075288387606
1360,-1260,71.39521363950243
1375,-1260,72.0677382363378
1390,-1260,72.75784745066723
1405,-1260,73.46504322161493
1420,-1260,74.1888084365253
1435,-1260,74.92860671211179
1450,-1260,75.68388217130234
1465,-1260,76.45405921572255
1480,-1260,77.23854229376863
1495,-1260,78.03671566423547
1510,-1260,78.84797888942062
1525,-1260,79.67210813169463
1540,-1260,80.50912495748203
1555,-1260,81.35905662610348
1570,-1260,82.22192901080935
1585,-1260,83.09776661831145
1600,-1260,83.98659261027505
1615,-1260,84.88842882661541
1630,-1260,85.8032958104441
1645,-1260,86.7312128345124
1660,-1260,87.6721979290025
1675,-1260,88.62626791051893
1690,-1260,89.59343841213823
1705,-1260,90.57372391437707
1720,-1260,91.56713777694516
1735,-1260,92.57369227115278
1750,-1260,93.59339861284874
1765,-1260,94.62626699576991
1780,-1260,95.67230662518793
1795,-1260,96.73152575174652
-500,-1245,136.48068618080293
-485,-1245,135.02423729309498
-470,-1245,133.58091312106316
-455,-1245,132.15071990958788
-440,-1245,130.73366388336905
-425,-1245,129.32975124018023
-410,-1245,127.9389881437654
-395,-1245,126.56138071636863
-380,-1245,125.19693503088705
-365,-1245,123.84565710263855
-350,-1245,122.50755288073496
-335,-1245,121.1826282390526
-320,-1245,119.87088896679253
-305,-1245,118.57234075862297
-290,-1245,117.28698920439705
-275,-1245,116.01483977843998
-260,-1245,114.75589782840035
-245,-1245,113.51016856366029
-230,-1245,112.27765704330169
-215,-1245,111.0583681636244
-200,-1245,109.85230664521572
-185,-1245,108.65947701956937
-170,-1245,107.47988361525427
-155,-1245,106.31353054363544
-140,-1245,105.16042168414839
-125,-1245,104.02056066913183
-110,-1245,102.89395086822408
-95,-1245,101.78059537232967
-80,-1245,100.68049697716458
-65,-1245,99.59365816639053
-50,-1245,98.52008109434934
-35,-1245,97.45976756841128
-20,-1245,96.41271903095215
-5,-1245,95.37893654097634
10,-1245,94.35842080209436
25,-1245,93.35117416033268
40,-1245,92.35720478472668
55,-1245,91.3765275368609
70,-1245,90.4091639469159
85,-1245,89.45514217403834
100,-1245,88.51449696050135
115,-1245,87.58726957981423
130,-1245,86.67350777897266
145,-1245,85.77326571506883
160,-1245,84.88660388650798
175,-1245,84.01358905910466
190,-1245,83.15429418735485
205,-1245,82.30879833120221
220,-1245,81.47718656863607
235,-1245,80.65954990447577
250,-1245,79.85598517571076
265,-1245,79.06659495377802
280,-1245,78.2914874441682
295,-1245,77.53077638375872
310,-1245,76.78458093627759
325,-1245,76.0530255863036
340,-1245,75.33624003220852
355,-1245,74.6343590784456
370,-1245,73.9475225275834
385,-1245,73.27587507247871
400,-1245,72.61956618897369
415,-1245,71.97875002949277
430,-1245,71.35358531790354
445,-1245,70.74423524599345
460,-1245,70.15086737189954
475,-1245,69.57365352081415
490,-1245,69.01276968827324
505,-1245,68.4683959463172
520,-1245,67.94071635279697
535,-1245,67.42991886408042
550,-1245,66.93619525139525
565,-1245,66.45974102102726
580,-1245,66.00075533857327
595,-1245,65.55944095742998
610,-1245,65.1360041516813
625,-1245,64.73065465352848
640,-1245,64.34360559538877
655,-1245,63.975073456771135
670,-1245,63.62527801601902
685,-1245,63.294442306993744
700,-1245,62.98279258075456
715,-1245,62.69055827227554
730,-1245,62.41797197222281
745,-1245,62.16526940380082
760,-1245,61.9326894046602
775,-1245,61.72047391384616
790,-1245,61.52886796375135
805,-1245,61.3581196770238
820,-1245,61.208480268366884
835,-1245,61.080204051155924
850,-1245,60.97354844878299
865,-1245,60.88877401063005
880,-1245,60.826144432558806
895,-1245,60.785926581794435
910,-1245,60.76839052607023
925,-1245,60.77380956688923
940,-1245,60.80246027674992
955,-1245,60.85462254017326
970,-1245,60.93057959835987
985,-1245,61.03061809729743
1000,-1245,61.15502813913077
1015,-1245,61.304043132040604
1030,-1245,61.47763722661625
1045,-1245,61.67571122404318
1060,-1245,61.89815117797663
1075,-1245,62.144828229062725
1090,-1245,62.41559844040076
1105,-1245,62.71030263354613
1120,-1245,63.02876622466999
1135,-1245,63.370799060507935
1150,-1245,63.73619525374587
1165,-1245,64.12473301750765
1180,-1245,64.53617449862399
1195,-1245,64.97026560937827
1210,-1245,65.42673585743962
1225,-1245,65.90529817370881
1240,-1245,66.4056487378172
1255,-1245,66.92746680103383
1270,-1245,67.47041450634975
1285,-1245,68.03413670552322
1300,-1245,68.61826077288326
1315,-1245,69.22239641570326
1330,-1245,69.84613548096969
1345,-1245,70.48905175838503
1360,-1245,71.15070077945718
1375,-1245,71.8306196125413
1390,-1245,72.528326653713
1405,-1245,73.24332141336524
1420,-1245,73.97508429843396
1435,-1245,74.72307639017049
1450,-1245,75.48673921739157
1465,-1245,76.26549452515013
1480,-1245,77.05874403878248
1495,-1245,77.86586922329948
1510,-1245,78.68626694777383
1525,-1245,79.51971253855812
1540,-1245,80.36622788931768
1555,-1245,81.22584055950989
1570,-1245,82.09857666250761
1585,-1245,82.98446088738577
1600,-1245,83.88351652272011
1615,-1245,84.79576548223132
1630,-1245,85.72122833210877
1645,-1245,86.65992431985214
1660,-1245,87.61187140447083
1675,-1245,88.57708628788522
1690,-1245,89.55558444737862
1705,-1245,90.54738016895226
1720,-1245,91.55248658144157
1735,-1245,92.57091569125728
1750,-1245,93.60267841761971
1765,-1245,94.6477846281618
1780,-1245,95.70624317478162
1795,-1245,96.7780619296317
-500,-1230,137.03582740904156
-485,-1230,135.56129949116328
-470,-1230,134.10005855189192
-455,-1230,132.6521111153075
-440,-1230,131.21746369163898
-425,-1230,129.7961227704986
-410,-1230,128.38809481374543
-395,-1230,126.99338624796702
-380,-1230,125.61200345657028
-365,-1230,124.2439527714698
-350,-1230,122.88924046436556
-335,-1230,121.54787273759969
-320,-1230,120.21985571458413
-305,-1230,118.90519542979068
-290,-1230,117.60389781829575
-275,-1230,116.31596870487287
-260,-1230,115.04141379262639
-245,-1230,113.78023865116097
-230,-1230,112.53244870428227
-215,-1230,111.29804921722473
-200,-1230,110.07704528340363
-185,-1230,108.86944181069038
-170,-1230,107.67524350720929
-155,-1230,106.49445486665758
-140,-1230,105.32708015314974
-125,-1230,104.17312338559006
-110,-1230,103.03258832157788
-95,-1230,101.90547844085131
-80,-1230,100.79179692827869
-65,-1230,99.69154665640546
-50,-1230,98.60473016756912
-35,-1230,97.53134965559475
-20,-1230,96.4714069470859
-5,-1230,95.4249034823281
10,-1230,94.39184034308263
25,-1230,93.37222027420096
40,-1230,92.36605191456192
55,-1230,91.37335067642032
70,-1230,90.39413872018494
85,-1230,89.42844491314965
100,-1230,88.47630478176507
115,-1230,87.53776045761902
130,-1230,86.61286061732682
145,-1230,85.70166041656266
160,-1230,84.8042214184933
175,-1230,83.92061151690119
190,-1230,83.05090485431052
205,-1230,82.19518173545141
220,-1230,81.35352853641857
235,-1230,80.52603760989777
250,-1230,79.71280718684972
265,-1230,78.91394127505264
280,-1230,78.1295495549151
295,-1230,77.35974727297821
310,-1230,76.60465513353027
325,-1230,75.86439918875996
340,-1230,75.13911072787295
355,-1230,74.42892616559469
370,-1230,73.7339869304773
385,-1230,73.05443935342085
400,-1230,72.39043455681087
415,-1230,71.74212834466375
430,-1230,71.10968109415776
445,-1230,70.49325764891577
460,-1230,69.89302721438897
475,-1230,69.30916325567601
490,-1230,68.74184339809435
505,-1230,68.19124933080289
520,-1230,67.65756671375696
535,-1230,67.14098508825761
550,-1230,66.64169779133772
565,-1230,66.15990187420887
580,-1230,65.69579802497258
595,-1230,65.2495904957808
610,-1230,64.82148703461066
625,-1230,64.41169882179983
640,-1230,64.02044041146955
655,-1230,63.64792967794409
670,-1230,63.29438776725709
685,-1230,62.96003905381743
700,-1230,62.64511110228986
715,-1230,62.34983463472874
730,-1230,62.07444350298685
745,-1230,61.81917466640492
760,-1230,61.58426817477233
775,-1230,61.36996715653449
790,-1230,61.17651781220708
805,-1230,61.004169412944485
820,-1230,60.85317430419475
835,-1230,60.7237879143613
850,-1230,60.61626876837825
865,-1230,60.53087850609414
880,-1230,60.46788190534715
895,-1230,60.42754690960299
910,-1230,60.41014466001621
925,-1230,60.41594953176482
940,-1230,60.44523917449806
955,-1230,60.49829455672754
970,-1230,60.57540001398259
985,-1230,60.67684330054233
1000,-1230,60.802915644548364
1015,-1230,60.95385116105194
1030,-1230,61.129622831700644
1045,-1230,61.33012981419839
1060,-1230,61.55525648166429
1075,-1230,61.804872259119634
1090,-1230,62.07883146070398
1105,-1230,62.37697312721662
1120,-1230,62.69912086359586
1135,-1230,63.04508267596612
1150,-1230,63.41465080789859
1165,-1230,63.807601575547864
1180,-1230,64.22369520134258
1195,-1230,64.66267564592432
1210,-1230,65.12427043804345
1225,-1230,65.60819050213703
1240,-1230,66.11412998332781
1255,-1230,66.64176606959859
1270,-1230,67.19075881091088
1285,-1230,67.76075093505057
1300,-1230,68.35136765999846
1315,-1230,68.96221650263654
1330,-1230,69.59288708361564
1345,-1230,70.24295092822378
1360,-1230,70.91196126310756
1375,-1230,71.59945280871355
1390,-1230,72.30494156732944
1405,-1230,73.02792460661828
1420,-1230,73.76787983855243
1435,-1230,74.524265793667
1450,-1230,75.29652139056545
1465,-1230,76.08406570062319
1480,-1230,76.88629770784726
1495,-1230,77.70259606386288
1510,-1230,78.53235492387661
1525,-1230,79.37534876081908
1540,-1230,80.2315997789005
1555,-1230,81.10113581852849
1570,-1230,81.98398321160552
1585,-1230,82.88016680575035
1600,-1230,83.7897099905824
1615,-1230,84.71263472589017
1630,-1230,85.64896157150731
1645,-1230,86.59870971872324
1660,-1230,87.56189702305828
1675,-1230,88.53854003823783
1690,-1230,89.52865405120464
1705,-1230,90.53225311801359
1720,-1230,91.54935010045887
1735,-1230,92.57995670328938
1750,-1230,93.62408351187466
1765,-1230,94.68174003019003
1780,-1230,95.75293471899639
1795,-1230,96.83767503409685
-500,-1215,137.61747614723592
-485,-1215,136.12441341450028
-470,-1215,134.64480374472853
-455,-1215,133.1786539481645
-440,-1215,131.72597082791083
-425,-1215,130.28676117315447
-410,-1215,128.86103175200813
-395,-1215,127.44878930395564
-380,-1215,126.05004053188983
-365,-1215,124.66479209373294
-350,-1215,123.2930505936279
-335,-1215,121.93482257269096
-320,-1215,120.5901144993157
-305,-1215,119.25893275901882
-290,-1215,117.94128364381946
